outage_data_id,total_clients,clients_without_power_service,region_id,source_id,source_last_updated_on,data_fetched_on,region_name
924,253068,43,7,1,2022-12-02 11:00:09.532977,2022-12-02 11:00:04.536323,San Juan
925,177369,227,1,1,2022-12-02 13:00:04.876349,2022-12-02 13:00:03.522909,Arecibo
926,216496,353,2,1,2022-12-02 13:00:11.164335,2022-12-02 13:00:03.522909,Bayamón
927,141663,15,3,1,2022-12-02 13:00:11.708081,2022-12-02 13:00:03.522909,Carolina
928,250514,532,4,1,2022-12-02 13:00:20.718923,2022-12-02 13:00:03.522909,Caguas
929,216605,42,5,1,2022-12-02 13:00:26.583550,2022-12-02 13:00:03.522909,Mayagüez
930,212508,457,6,1,2022-12-02 13:00:26.849190,2022-12-02 13:00:03.522909,Ponce
931,253068,279,7,1,2022-12-02 13:00:27.182302,2022-12-02 13:00:03.522909,San Juan
932,177369,201,1,1,2022-12-02 14:00:05.865327,2022-12-02 14:00:05.161718,Arecibo
933,216496,215,2,1,2022-12-02 14:00:12.477483,2022-12-02 14:00:05.161718,Bayamón
934,141663,3,3,1,2022-12-02 14:00:12.760673,2022-12-02 14:00:05.161718,Carolina
935,250514,213,4,1,2022-12-02 14:00:14.916203,2022-12-02 14:00:05.161718,Caguas
936,216605,28,5,1,2022-12-02 14:00:21.610989,2022-12-02 14:00:05.161718,Mayagüez
937,212508,393,6,1,2022-12-02 14:00:21.847307,2022-12-02 14:00:05.161718,Ponce
938,253068,280,7,1,2022-12-02 14:00:22.095891,2022-12-02 14:00:05.161718,San Juan
939,177369,8711,1,1,2022-12-02 15:00:04.618727,2022-12-02 15:00:03.559030,Arecibo
940,216496,196,2,1,2022-12-02 15:00:05.585140,2022-12-02 15:00:03.559030,Bayamón
941,141663,4948,3,1,2022-12-02 15:00:06.236613,2022-12-02 15:00:03.559030,Carolina
942,250514,241,4,1,2022-12-02 15:00:06.500271,2022-12-02 15:00:03.559030,Caguas
943,216605,26,5,1,2022-12-02 15:00:07.466780,2022-12-02 15:00:03.559030,Mayagüez
944,212508,406,6,1,2022-12-02 15:00:07.965835,2022-12-02 15:00:03.559030,Ponce
945,253068,432,7,1,2022-12-02 15:00:08.950396,2022-12-02 15:00:03.559030,San Juan
946,177369,308,1,1,2022-12-02 16:00:03.961874,2022-12-02 16:00:02.909913,Arecibo
947,216496,78,2,1,2022-12-02 16:00:04.646720,2022-12-02 16:00:02.909913,Bayamón
948,141663,4949,3,1,2022-12-02 16:00:05.919148,2022-12-02 16:00:02.909913,Carolina
949,250514,257,4,1,2022-12-02 16:00:06.237669,2022-12-02 16:00:02.909913,Caguas
950,216605,34,5,1,2022-12-02 16:00:06.497462,2022-12-02 16:00:02.909913,Mayagüez
951,212508,404,6,1,2022-12-02 16:00:33.373552,2022-12-02 16:00:02.909913,Ponce
952,253068,2538,7,1,2022-12-02 16:00:34.513554,2022-12-02 16:00:02.909913,San Juan
953,177369,470,1,1,2022-12-02 17:00:06.582187,2022-12-02 17:00:04.728334,Arecibo
954,216496,71,2,1,2022-12-02 17:00:06.835646,2022-12-02 17:00:04.728334,Bayamón
955,141663,5567,3,1,2022-12-02 17:00:09.285400,2022-12-02 17:00:04.728334,Carolina
956,250514,253,4,1,2022-12-02 17:00:13.192665,2022-12-02 17:00:04.728334,Caguas
957,216605,22,5,1,2022-12-02 17:00:13.445088,2022-12-02 17:00:04.728334,Mayagüez
958,212508,586,6,1,2022-12-02 17:00:14.237538,2022-12-02 17:00:04.728334,Ponce
959,253068,730,7,1,2022-12-02 17:00:24.631667,2022-12-02 17:00:04.728334,San Juan
960,177369,91,1,1,2022-12-02 18:00:05.823565,2022-12-02 18:00:04.880613,Arecibo
961,216496,113,2,1,2022-12-02 18:00:08.324134,2022-12-02 18:00:04.880613,Bayamón
962,141663,7402,3,1,2022-12-02 18:00:08.580896,2022-12-02 18:00:04.880613,Carolina
963,250514,244,4,1,2022-12-02 18:00:09.119577,2022-12-02 18:00:04.880613,Caguas
964,216605,16,5,1,2022-12-02 18:00:09.379391,2022-12-02 18:00:04.880613,Mayagüez
965,212508,401,6,1,2022-12-02 18:00:09.961900,2022-12-02 18:00:04.880613,Ponce
966,253068,720,7,1,2022-12-02 18:00:10.853793,2022-12-02 18:00:04.880613,San Juan
967,177369,807,1,1,2022-12-02 19:00:08.336169,2022-12-02 19:00:02.792776,Arecibo
968,216496,151,2,1,2022-12-02 19:00:08.600311,2022-12-02 19:00:02.792776,Bayamón
969,141663,1124,3,1,2022-12-02 19:00:09.174400,2022-12-02 19:00:02.792776,Carolina
970,250514,269,4,1,2022-12-02 19:00:09.522189,2022-12-02 19:00:02.792776,Caguas
971,216605,79,5,1,2022-12-02 19:00:09.789831,2022-12-02 19:00:02.792776,Mayagüez
972,212508,385,6,1,2022-12-02 19:00:10.247844,2022-12-02 19:00:02.792776,Ponce
973,253068,970,7,1,2022-12-02 19:00:11.189130,2022-12-02 19:00:02.792776,San Juan
974,177369,82,1,1,2022-12-02 20:00:08.564893,2022-12-02 20:00:05.067427,Arecibo
975,216496,469,2,1,2022-12-02 20:00:10.181871,2022-12-02 20:00:05.067427,Bayamón
976,141663,11,3,1,2022-12-02 20:00:18.722174,2022-12-02 20:00:05.067427,Carolina
977,250514,227,4,1,2022-12-02 20:00:20.478276,2022-12-02 20:00:05.067427,Caguas
978,216605,27,5,1,2022-12-02 20:00:20.715810,2022-12-02 20:00:05.067427,Mayagüez
979,212508,391,6,1,2022-12-02 20:00:21.136437,2022-12-02 20:00:05.067427,Ponce
980,253068,197,7,1,2022-12-02 20:00:21.394395,2022-12-02 20:00:05.067427,San Juan
981,177369,116,1,1,2022-12-02 21:00:04.595266,2022-12-02 21:00:03.751607,Arecibo
982,216496,485,2,1,2022-12-02 21:00:16.796685,2022-12-02 21:00:03.751607,Bayamón
983,141663,4,3,1,2022-12-02 21:00:17.102480,2022-12-02 21:00:03.751607,Carolina
984,250514,1092,4,1,2022-12-02 21:00:18.048577,2022-12-02 21:00:03.751607,Caguas
985,216605,13,5,1,2022-12-02 21:00:18.292711,2022-12-02 21:00:03.751607,Mayagüez
986,212508,24,6,1,2022-12-02 21:00:18.523938,2022-12-02 21:00:03.751607,Ponce
987,253068,198,7,1,2022-12-02 21:00:18.952244,2022-12-02 21:00:03.751607,San Juan
988,177369,192,1,1,2022-12-02 22:00:20.257962,2022-12-02 22:00:02.884845,Arecibo
989,216496,149,2,1,2022-12-02 22:00:20.931941,2022-12-02 22:00:02.884845,Bayamón
990,141663,1,3,1,2022-12-02 22:00:21.172023,2022-12-02 22:00:02.884845,Carolina
991,250514,1084,4,1,2022-12-02 22:00:29.412502,2022-12-02 22:00:02.884845,Caguas
992,216605,11,5,1,2022-12-02 22:00:30.023198,2022-12-02 22:00:02.884845,Mayagüez
993,212508,23,6,1,2022-12-02 22:00:30.287755,2022-12-02 22:00:02.884845,Ponce
994,253068,436,7,1,2022-12-02 22:00:34.500756,2022-12-02 22:00:02.884845,San Juan
995,177369,92,1,1,2022-12-02 23:00:08.162511,2022-12-02 23:00:03.592284,Arecibo
996,216496,26,2,1,2022-12-02 23:00:08.415300,2022-12-02 23:00:03.592284,Bayamón
997,141663,0,3,1,2022-12-02 23:00:29.494362,2022-12-02 23:00:03.592284,Carolina
998,250514,0,4,1,2022-12-02 23:00:38.180297,2022-12-02 23:00:03.592284,Caguas
999,216605,0,5,1,2022-12-02 23:00:38.409239,2022-12-02 23:00:03.592284,Mayagüez
1000,212508,0,6,1,2022-12-02 23:00:38.690288,2022-12-02 23:00:03.592284,Ponce
1001,253068,0,7,1,2022-12-02 23:00:42.670430,2022-12-02 23:00:03.592284,San Juan
1002,177369,180,1,1,2022-12-03 00:00:04.137110,2022-12-03 00:00:02.740919,Arecibo
1003,216496,36,2,1,2022-12-03 00:00:19.427331,2022-12-03 00:00:02.740919,Bayamón
1004,141663,1,3,1,2022-12-03 00:00:20.100911,2022-12-03 00:00:02.740919,Carolina
1005,250514,772,4,1,2022-12-03 00:00:20.671826,2022-12-03 00:00:02.740919,Caguas
1006,216605,98,5,1,2022-12-03 00:00:22.125408,2022-12-03 00:00:02.740919,Mayagüez
1007,212508,60,6,1,2022-12-03 00:00:24.407891,2022-12-03 00:00:02.740919,Ponce
1008,253068,73,7,1,2022-12-03 00:00:27.432111,2022-12-03 00:00:02.740919,San Juan
1009,177369,47,1,1,2022-12-03 01:00:06.398083,2022-12-03 01:00:04.719438,Arecibo
1010,216496,36,2,1,2022-12-03 01:00:06.735563,2022-12-03 01:00:04.719438,Bayamón
1011,141663,1,3,1,2022-12-03 01:00:15.674832,2022-12-03 01:00:04.719438,Carolina
1012,250514,782,4,1,2022-12-03 01:00:15.892347,2022-12-03 01:00:04.719438,Caguas
1013,216605,6,5,1,2022-12-03 01:00:16.202975,2022-12-03 01:00:04.719438,Mayagüez
1014,212508,2,6,1,2022-12-03 01:00:17.163523,2022-12-03 01:00:04.719438,Ponce
1015,253068,98,7,1,2022-12-03 01:00:17.576573,2022-12-03 01:00:04.719438,San Juan
1016,177369,64,1,1,2022-12-03 02:00:04.761253,2022-12-03 02:00:04.049166,Arecibo
1017,216496,36,2,1,2022-12-03 02:00:15.848424,2022-12-03 02:00:04.049166,Bayamón
1018,141663,1,3,1,2022-12-03 02:00:16.546337,2022-12-03 02:00:04.049166,Carolina
1019,250514,782,4,1,2022-12-03 02:00:16.765668,2022-12-03 02:00:04.049166,Caguas
1020,216605,184,5,1,2022-12-03 02:00:16.999538,2022-12-03 02:00:04.049166,Mayagüez
1021,212508,2,6,1,2022-12-03 02:00:17.253881,2022-12-03 02:00:04.049166,Ponce
1022,253068,103,7,1,2022-12-03 02:00:18.424448,2022-12-03 02:00:04.049166,San Juan
1023,177369,21,1,1,2022-12-03 03:00:22.978518,2022-12-03 03:00:03.349008,Arecibo
1024,216496,364,2,1,2022-12-03 03:00:24.343042,2022-12-03 03:00:03.349008,Bayamón
1025,141663,0,3,1,2022-12-03 03:00:25.099348,2022-12-03 03:00:03.349008,Carolina
1026,250514,0,4,1,2022-12-03 03:00:25.323389,2022-12-03 03:00:03.349008,Caguas
1027,216605,0,5,1,2022-12-03 03:00:25.677529,2022-12-03 03:00:03.349008,Mayagüez
1028,212508,0,6,1,2022-12-03 03:00:27.685615,2022-12-03 03:00:03.349008,Ponce
1029,253068,0,7,1,2022-12-03 03:00:27.961643,2022-12-03 03:00:03.349008,San Juan
1030,177369,21,1,1,2022-12-03 04:00:04.929545,2022-12-03 04:00:03.753640,Arecibo
1031,216496,389,2,1,2022-12-03 04:00:05.182253,2022-12-03 04:00:03.753640,Bayamón
1032,141663,0,3,1,2022-12-03 04:00:06.091946,2022-12-03 04:00:03.753640,Carolina
1033,250514,0,4,1,2022-12-03 04:00:09.385478,2022-12-03 04:00:03.753640,Caguas
1034,216605,0,5,1,2022-12-03 04:00:09.629374,2022-12-03 04:00:03.753640,Mayagüez
1035,212508,0,6,1,2022-12-03 04:00:24.597673,2022-12-03 04:00:03.753640,Ponce
1036,253068,0,7,1,2022-12-03 04:00:26.349542,2022-12-03 04:00:03.753640,San Juan
1037,177369,21,1,1,2022-12-03 05:00:06.004370,2022-12-03 05:00:05.300173,Arecibo
1038,216496,393,2,1,2022-12-03 05:00:06.335582,2022-12-03 05:00:05.300173,Bayamón
1039,141663,2,3,1,2022-12-03 05:00:07.604580,2022-12-03 05:00:05.300173,Carolina
1040,250514,72,4,1,2022-12-03 05:00:07.828527,2022-12-03 05:00:05.300173,Caguas
1041,216605,16,5,1,2022-12-03 05:00:08.188630,2022-12-03 05:00:05.300173,Mayagüez
1042,212508,4,6,1,2022-12-03 05:00:08.448053,2022-12-03 05:00:05.300173,Ponce
1043,253068,2,7,1,2022-12-03 05:00:08.833721,2022-12-03 05:00:05.300173,San Juan
1044,177369,21,1,1,2022-12-03 06:00:04.681817,2022-12-03 06:00:02.749915,Arecibo
1045,216496,394,2,1,2022-12-03 06:00:05.328952,2022-12-03 06:00:02.749915,Bayamón
1046,141663,17,3,1,2022-12-03 06:00:05.547461,2022-12-03 06:00:02.749915,Carolina
1047,250514,73,4,1,2022-12-03 06:00:05.785324,2022-12-03 06:00:02.749915,Caguas
1048,216605,16,5,1,2022-12-03 06:00:06.193461,2022-12-03 06:00:02.749915,Mayagüez
1049,212508,4,6,1,2022-12-03 06:00:10.566845,2022-12-03 06:00:02.749915,Ponce
1050,253068,2,7,1,2022-12-03 06:00:11.044435,2022-12-03 06:00:02.749915,San Juan
1051,177369,21,1,1,2022-12-03 07:00:22.802561,2022-12-03 07:00:06.150908,Arecibo
1052,216496,395,2,1,2022-12-03 07:00:25.713686,2022-12-03 07:00:06.150908,Bayamón
1053,141663,30,3,1,2022-12-03 07:00:26.104413,2022-12-03 07:00:06.150908,Carolina
1054,250514,72,4,1,2022-12-03 07:00:27.065639,2022-12-03 07:00:06.150908,Caguas
1055,216605,16,5,1,2022-12-03 07:00:28.091066,2022-12-03 07:00:06.150908,Mayagüez
1056,212508,3,6,1,2022-12-03 07:00:28.491636,2022-12-03 07:00:06.150908,Ponce
1057,253068,2,7,1,2022-12-03 07:00:29.508707,2022-12-03 07:00:06.150908,San Juan
1058,177369,21,1,1,2022-12-03 08:00:06.325991,2022-12-03 08:00:05.221555,Arecibo
1059,216496,56,2,1,2022-12-03 08:00:36.469453,2022-12-03 08:00:05.221555,Bayamón
1060,141663,3,3,1,2022-12-03 08:00:36.710866,2022-12-03 08:00:05.221555,Carolina
1061,250514,121,4,1,2022-12-03 08:00:36.924528,2022-12-03 08:00:05.221555,Caguas
1062,216605,16,5,1,2022-12-03 08:00:37.485535,2022-12-03 08:00:05.221555,Mayagüez
1063,212508,3,6,1,2022-12-03 08:00:38.050359,2022-12-03 08:00:05.221555,Ponce
1064,253068,2,7,1,2022-12-03 08:00:38.301466,2022-12-03 08:00:05.221555,San Juan
1065,177369,22,1,1,2022-12-03 09:00:04.427401,2022-12-03 09:00:03.461859,Arecibo
1066,216496,57,2,1,2022-12-03 09:00:25.837427,2022-12-03 09:00:03.461859,Bayamón
1067,141663,4,3,1,2022-12-03 09:00:26.462368,2022-12-03 09:00:03.461859,Carolina
1068,250514,176,4,1,2022-12-03 09:00:26.699238,2022-12-03 09:00:03.461859,Caguas
1069,216605,16,5,1,2022-12-03 09:00:28.223392,2022-12-03 09:00:03.461859,Mayagüez
1070,212508,4,6,1,2022-12-03 09:00:28.494766,2022-12-03 09:00:03.461859,Ponce
1071,253068,2,7,1,2022-12-03 09:00:28.766057,2022-12-03 09:00:03.461859,San Juan
1072,177369,114,1,1,2022-12-03 10:00:03.870898,2022-12-03 10:00:02.683883,Arecibo
1073,216496,197,2,1,2022-12-03 10:00:13.795760,2022-12-03 10:00:02.683883,Bayamón
1074,141663,4,3,1,2022-12-03 10:00:14.399727,2022-12-03 10:00:02.683883,Carolina
1075,250514,181,4,1,2022-12-03 10:00:15.731477,2022-12-03 10:00:02.683883,Caguas
1076,216605,7,5,1,2022-12-03 10:00:16.483518,2022-12-03 10:00:02.683883,Mayagüez
1077,212508,12,6,1,2022-12-03 10:00:17.450082,2022-12-03 10:00:02.683883,Ponce
1078,253068,3,7,1,2022-12-03 10:00:19.917016,2022-12-03 10:00:02.683883,San Juan
1079,177369,202,1,1,2022-12-03 11:00:04.654461,2022-12-03 11:00:03.180025,Arecibo
1080,216496,197,2,1,2022-12-03 11:00:07.141423,2022-12-03 11:00:03.180025,Bayamón
1081,141663,7,3,1,2022-12-03 11:00:07.381464,2022-12-03 11:00:03.180025,Carolina
1082,250514,203,4,1,2022-12-03 11:00:13.997946,2022-12-03 11:00:03.180025,Caguas
1083,216605,39,5,1,2022-12-03 11:00:14.774053,2022-12-03 11:00:03.180025,Mayagüez
1084,212508,12,6,1,2022-12-03 11:00:20.093057,2022-12-03 11:00:03.180025,Ponce
1085,253068,3,7,1,2022-12-03 11:00:20.381936,2022-12-03 11:00:03.180025,San Juan
1086,177369,202,1,1,2022-12-03 12:00:04.813473,2022-12-03 12:00:03.760916,Arecibo
1087,216496,201,2,1,2022-12-03 12:00:05.551900,2022-12-03 12:00:03.760916,Bayamón
1088,141663,59,3,1,2022-12-03 12:00:05.836599,2022-12-03 12:00:03.760916,Carolina
1089,250514,289,4,1,2022-12-03 12:00:06.338838,2022-12-03 12:00:03.760916,Caguas
1090,216605,49,5,1,2022-12-03 12:00:06.749094,2022-12-03 12:00:03.760916,Mayagüez
1091,212508,20,6,1,2022-12-03 12:00:08.576324,2022-12-03 12:00:03.760916,Ponce
1092,253068,3,7,1,2022-12-03 12:00:08.961590,2022-12-03 12:00:03.760916,San Juan
1093,177369,315,1,1,2022-12-03 13:00:04.647800,2022-12-03 13:00:02.804228,Arecibo
1094,216496,215,2,1,2022-12-03 13:00:05.854342,2022-12-03 13:00:02.804228,Bayamón
1095,141663,62,3,1,2022-12-03 13:00:06.696270,2022-12-03 13:00:02.804228,Carolina
1096,250514,7069,4,1,2022-12-03 13:00:07.493826,2022-12-03 13:00:02.804228,Caguas
1097,216605,52,5,1,2022-12-03 13:00:08.029122,2022-12-03 13:00:02.804228,Mayagüez
1098,212508,20,6,1,2022-12-03 13:00:08.483976,2022-12-03 13:00:02.804228,Ponce
1099,253068,82,7,1,2022-12-03 13:00:08.804736,2022-12-03 13:00:02.804228,San Juan
1100,177369,1582,1,1,2022-12-03 14:00:04.768922,2022-12-03 14:00:02.718558,Arecibo
1101,216496,267,2,1,2022-12-03 14:00:08.299721,2022-12-03 14:00:02.718558,Bayamón
1102,141663,25,3,1,2022-12-03 14:00:09.312294,2022-12-03 14:00:02.718558,Carolina
1103,250514,4211,4,1,2022-12-03 14:00:10.143801,2022-12-03 14:00:02.718558,Caguas
1104,216605,72,5,1,2022-12-03 14:00:10.778510,2022-12-03 14:00:02.718558,Mayagüez
1105,212508,20,6,1,2022-12-03 14:00:11.024867,2022-12-03 14:00:02.718558,Ponce
1106,253068,126,7,1,2022-12-03 14:00:11.572976,2022-12-03 14:00:02.718558,San Juan
1107,177369,1630,1,1,2022-12-03 15:00:07.884932,2022-12-03 15:00:03.933531,Arecibo
1108,216496,190,2,1,2022-12-03 15:00:08.171592,2022-12-03 15:00:03.933531,Bayamón
1109,141663,2,3,1,2022-12-03 15:00:08.492113,2022-12-03 15:00:03.933531,Carolina
1110,250514,9058,4,1,2022-12-03 15:00:09.009402,2022-12-03 15:00:03.933531,Caguas
1111,216605,64,5,1,2022-12-03 15:00:09.484025,2022-12-03 15:00:03.933531,Mayagüez
1112,212508,17,6,1,2022-12-03 15:00:09.717469,2022-12-03 15:00:03.933531,Ponce
1113,253068,177,7,1,2022-12-03 15:00:10.028754,2022-12-03 15:00:03.933531,San Juan
1114,177369,1600,1,1,2022-12-03 16:00:08.794736,2022-12-03 16:00:03.819106,Arecibo
1115,216496,334,2,1,2022-12-03 16:00:10.429266,2022-12-03 16:00:03.819106,Bayamón
1116,141663,1,3,1,2022-12-03 16:00:12.279100,2022-12-03 16:00:03.819106,Carolina
1117,250514,3341,4,1,2022-12-03 16:00:12.971676,2022-12-03 16:00:03.819106,Caguas
1118,216605,52,5,1,2022-12-03 16:00:14.829271,2022-12-03 16:00:03.819106,Mayagüez
1119,212508,10,6,1,2022-12-03 16:00:31.548837,2022-12-03 16:00:03.819106,Ponce
1120,253068,156,7,1,2022-12-03 16:00:31.779697,2022-12-03 16:00:03.819106,San Juan
1121,177369,1599,1,1,2022-12-03 17:00:03.945732,2022-12-03 17:00:02.719789,Arecibo
1122,216496,339,2,1,2022-12-03 17:00:04.390052,2022-12-03 17:00:02.719789,Bayamón
1123,141663,1,3,1,2022-12-03 17:00:05.040842,2022-12-03 17:00:02.719789,Carolina
1124,250514,3282,4,1,2022-12-03 17:00:05.703636,2022-12-03 17:00:02.719789,Caguas
1125,216605,62,5,1,2022-12-03 17:00:17.291085,2022-12-03 17:00:02.719789,Mayagüez
1126,212508,10,6,1,2022-12-03 17:00:18.875558,2022-12-03 17:00:02.719789,Ponce
1127,253068,68,7,1,2022-12-03 17:00:24.942227,2022-12-03 17:00:02.719789,San Juan
1128,177369,1669,1,1,2022-12-03 18:00:04.938480,2022-12-03 18:00:03.149458,Arecibo
1129,216496,126,2,1,2022-12-03 18:00:06.201813,2022-12-03 18:00:03.149458,Bayamón
1130,141663,37,3,1,2022-12-03 18:00:07.072617,2022-12-03 18:00:03.149458,Carolina
1131,250514,3113,4,1,2022-12-03 18:00:07.586552,2022-12-03 18:00:03.149458,Caguas
1132,216605,62,5,1,2022-12-03 18:00:09.774191,2022-12-03 18:00:03.149458,Mayagüez
1133,212508,9,6,1,2022-12-03 18:00:20.572088,2022-12-03 18:00:03.149458,Ponce
1134,253068,105,7,1,2022-12-03 18:00:20.818719,2022-12-03 18:00:03.149458,San Juan
1135,177369,1502,1,1,2022-12-03 19:00:04.217961,2022-12-03 19:00:02.712765,Arecibo
1136,216496,5,2,1,2022-12-03 19:00:05.673827,2022-12-03 19:00:02.712765,Bayamón
1137,141663,44,3,1,2022-12-03 19:00:06.898570,2022-12-03 19:00:02.712765,Carolina
1138,250514,774,4,1,2022-12-03 19:00:07.761280,2022-12-03 19:00:02.712765,Caguas
1139,216605,77,5,1,2022-12-03 19:00:09.560665,2022-12-03 19:00:02.712765,Mayagüez
1140,212508,9,6,1,2022-12-03 19:00:10.697123,2022-12-03 19:00:02.712765,Ponce
1141,253068,75,7,1,2022-12-03 19:00:11.400168,2022-12-03 19:00:02.712765,San Juan
1142,177369,1269,1,1,2022-12-03 20:00:04.563045,2022-12-03 20:00:03.431867,Arecibo
1143,216496,92,2,1,2022-12-03 20:00:05.132705,2022-12-03 20:00:03.431867,Bayamón
1144,141663,1,3,1,2022-12-03 20:00:08.438342,2022-12-03 20:00:03.431867,Carolina
1145,250514,91,4,1,2022-12-03 20:00:08.907900,2022-12-03 20:00:03.431867,Caguas
1146,216605,1293,5,1,2022-12-03 20:00:09.956278,2022-12-03 20:00:03.431867,Mayagüez
1147,212508,102,6,1,2022-12-03 20:00:11.349271,2022-12-03 20:00:03.431867,Ponce
1148,253068,57,7,1,2022-12-03 20:00:12.196978,2022-12-03 20:00:03.431867,San Juan
1149,177369,1262,1,1,2022-12-03 21:00:04.893905,2022-12-03 21:00:03.356837,Arecibo
1150,216496,2,2,1,2022-12-03 21:00:05.289666,2022-12-03 21:00:03.356837,Bayamón
1151,141663,1,3,1,2022-12-03 21:00:05.559235,2022-12-03 21:00:03.356837,Carolina
1152,250514,54,4,1,2022-12-03 21:00:06.409070,2022-12-03 21:00:03.356837,Caguas
1153,216605,25,5,1,2022-12-03 21:00:15.744421,2022-12-03 21:00:03.356837,Mayagüez
1154,212508,117,6,1,2022-12-03 21:00:15.976216,2022-12-03 21:00:03.356837,Ponce
1155,253068,59,7,1,2022-12-03 21:00:16.512100,2022-12-03 21:00:03.356837,San Juan
1156,177369,62,1,1,2022-12-03 22:00:05.734097,2022-12-03 22:00:05.029447,Arecibo
1157,216496,2,2,1,2022-12-03 22:00:06.531725,2022-12-03 22:00:05.029447,Bayamón
1158,141663,5,3,1,2022-12-03 22:00:06.774040,2022-12-03 22:00:05.029447,Carolina
1159,250514,18,4,1,2022-12-03 22:00:07.156242,2022-12-03 22:00:05.029447,Caguas
1160,216605,17,5,1,2022-12-03 22:00:09.988651,2022-12-03 22:00:05.029447,Mayagüez
1161,212508,27,6,1,2022-12-03 22:00:10.200527,2022-12-03 22:00:05.029447,Ponce
1162,253068,15,7,1,2022-12-03 22:00:10.663364,2022-12-03 22:00:05.029447,San Juan
1163,177369,2,1,1,2022-12-03 23:00:03.751239,2022-12-03 23:00:02.641298,Arecibo
1164,216496,400,2,1,2022-12-03 23:00:04.208243,2022-12-03 23:00:02.641298,Bayamón
1165,141663,2,3,1,2022-12-03 23:00:23.437489,2022-12-03 23:00:02.641298,Carolina
1166,250514,16,4,1,2022-12-03 23:00:23.660227,2022-12-03 23:00:02.641298,Caguas
1167,216605,17,5,1,2022-12-03 23:00:28.827277,2022-12-03 23:00:02.641298,Mayagüez
1168,212508,31,6,1,2022-12-03 23:00:29.088676,2022-12-03 23:00:02.641298,Ponce
1169,253068,16,7,1,2022-12-03 23:00:29.322379,2022-12-03 23:00:02.641298,San Juan
1170,177369,1,1,1,2022-12-04 00:00:11.431884,2022-12-04 00:00:04.626313,Arecibo
1171,216496,400,2,1,2022-12-04 00:00:12.184789,2022-12-04 00:00:04.626313,Bayamón
1172,141663,2,3,1,2022-12-04 00:00:12.525540,2022-12-04 00:00:04.626313,Carolina
1173,250514,19,4,1,2022-12-04 00:00:12.802968,2022-12-04 00:00:04.626313,Caguas
1174,216605,16,5,1,2022-12-04 00:00:13.436536,2022-12-04 00:00:04.626313,Mayagüez
1175,212508,14,6,1,2022-12-04 00:00:14.847648,2022-12-04 00:00:04.626313,Ponce
1176,253068,26,7,1,2022-12-04 00:00:16.777803,2022-12-04 00:00:04.626313,San Juan
1177,177369,97,1,1,2022-12-04 01:00:03.961694,2022-12-04 01:00:02.920395,Arecibo
1178,216496,402,2,1,2022-12-04 01:00:04.269340,2022-12-04 01:00:02.920395,Bayamón
1179,141663,0,3,1,2022-12-04 01:00:04.578813,2022-12-04 01:00:02.920395,Carolina
1180,250514,0,4,1,2022-12-04 01:00:04.799867,2022-12-04 01:00:02.920395,Caguas
1181,216605,0,5,1,2022-12-04 01:00:05.074082,2022-12-04 01:00:02.920395,Mayagüez
1182,212508,0,6,1,2022-12-04 01:00:31.769559,2022-12-04 01:00:02.920395,Ponce
1183,253068,0,7,1,2022-12-04 01:00:32.245641,2022-12-04 01:00:02.920395,San Juan
1184,177369,97,1,1,2022-12-04 02:00:04.857462,2022-12-04 02:00:03.739142,Arecibo
1185,216496,403,2,1,2022-12-04 02:00:06.579405,2022-12-04 02:00:03.739142,Bayamón
1186,141663,6,3,1,2022-12-04 02:00:07.159377,2022-12-04 02:00:03.739142,Carolina
1187,250514,34,4,1,2022-12-04 02:00:37.218619,2022-12-04 02:00:03.739142,Caguas
1188,216605,17,5,1,2022-12-04 02:00:38.081422,2022-12-04 02:00:03.739142,Mayagüez
1189,212508,13,6,1,2022-12-04 02:00:39.208986,2022-12-04 02:00:03.739142,Ponce
1190,253068,31,7,1,2022-12-04 02:00:40.043854,2022-12-04 02:00:03.739142,San Juan
1191,177369,97,1,1,2022-12-04 03:00:05.150224,2022-12-04 03:00:03.735467,Arecibo
1192,216496,404,2,1,2022-12-04 03:00:05.577297,2022-12-04 03:00:03.735467,Bayamón
1193,141663,273,3,1,2022-12-04 03:00:06.631045,2022-12-04 03:00:03.735467,Carolina
1194,250514,16,4,1,2022-12-04 03:00:06.916484,2022-12-04 03:00:03.735467,Caguas
1195,216605,0,5,1,2022-12-04 03:00:07.411721,2022-12-04 03:00:03.735467,Mayagüez
1196,212508,0,6,1,2022-12-04 03:00:07.815694,2022-12-04 03:00:03.735467,Ponce
1197,253068,0,7,1,2022-12-04 03:00:08.087062,2022-12-04 03:00:03.735467,San Juan
1198,177369,98,1,1,2022-12-04 04:00:09.755387,2022-12-04 04:00:03.730007,Arecibo
1199,216496,411,2,1,2022-12-04 04:00:10.097707,2022-12-04 04:00:03.730007,Bayamón
1200,141663,280,3,1,2022-12-04 04:00:10.318729,2022-12-04 04:00:03.730007,Carolina
1201,250514,22,4,1,2022-12-04 04:00:10.542109,2022-12-04 04:00:03.730007,Caguas
1202,216605,0,5,1,2022-12-04 04:00:11.796878,2022-12-04 04:00:03.730007,Mayagüez
1203,212508,0,6,1,2022-12-04 04:00:12.607443,2022-12-04 04:00:03.730007,Ponce
1204,253068,0,7,1,2022-12-04 04:00:14.063165,2022-12-04 04:00:03.730007,San Juan
1205,177369,98,1,1,2022-12-04 05:00:04.333292,2022-12-04 05:00:03.211154,Arecibo
