outage_data_id,total_clients,clients_without_power_service,region_id,source_id,source_last_updated_on,data_fetched_on
600,216605,2,5,1,00:10.0,00:04.2
601,212508,11,6,1,00:10.9,00:04.2
602,253068,1074,7,1,00:13.5,00:04.2
603,177369,31,1,1,00:04.8,00:03.6
604,216496,979,2,1,00:05.0,00:03.6
605,141663,382,3,1,00:07.1,00:03.6
606,250514,142,4,1,00:07.9,00:03.6
607,216605,3368,5,1,00:08.4,00:03.6
608,212508,3,6,1,00:09.6,00:03.6
609,253068,1128,7,1,00:10.2,00:03.6
610,177369,29,1,1,00:48.1,00:03.4
611,216496,635,2,1,00:49.9,00:03.4
612,141663,93,3,1,00:50.4,00:03.4
613,250514,458,4,1,00:51.1,00:03.4
614,216605,3373,5,1,00:51.5,00:03.4
615,212508,190,6,1,00:51.8,00:03.4
616,253068,1102,7,1,00:54.2,00:03.4
617,177369,53,1,1,00:05.6,00:04.9
618,216496,737,2,1,00:06.4,00:04.9
619,141663,3,3,1,00:06.8,00:04.9
620,250514,478,4,1,00:07.0,00:04.9
621,216605,3855,5,1,00:09.6,00:04.9
622,212508,188,6,1,00:11.3,00:04.9
623,253068,1085,7,1,00:12.0,00:04.9
624,177369,31,1,1,00:04.1,00:03.0
625,216496,985,2,1,00:05.1,00:03.0
626,141663,2,3,1,00:06.1,00:03.0
627,250514,529,4,1,00:06.3,00:03.0
628,216605,3419,5,1,00:07.6,00:03.0
629,212508,656,6,1,00:08.9,00:03.0
630,253068,1087,7,1,00:09.4,00:03.0
631,177369,95,1,1,00:21.8,00:04.8
632,216496,901,2,1,00:25.0,00:04.8
633,141663,12,3,1,00:25.2,00:04.8
634,250514,500,4,1,00:26.3,00:04.8
635,216605,3651,5,1,00:28.2,00:04.8
636,212508,4557,6,1,00:30.1,00:04.8
637,253068,2885,7,1,00:32.4,00:04.8
638,177369,80,1,1,00:17.2,00:04.9
639,216496,617,2,1,00:17.4,00:04.9
640,141663,5,3,1,00:20.6,00:04.9
641,250514,450,4,1,00:20.8,00:04.9
642,216605,4857,5,1,00:21.5,00:04.9
643,212508,4548,6,1,00:23.4,00:04.9
644,253068,3056,7,1,00:25.1,00:04.9
645,177369,1920,1,1,00:04.5,00:03.5
646,216496,1079,2,1,00:14.2,00:03.5
647,141663,3,3,1,00:14.4,00:03.5
648,250514,3858,4,1,00:14.7,00:03.5
649,216605,13588,5,1,00:15.3,00:03.5
650,212508,3825,6,1,00:20.1,00:03.5
651,253068,6515,7,1,00:21.1,00:03.5
652,177369,5,1,1,00:06.3,00:03.3
653,216496,573,2,1,00:06.7,00:03.3
654,141663,4,3,1,00:07.0,00:03.3
655,250514,451,4,1,00:12.6,00:03.3
656,216605,4593,5,1,00:12.9,00:03.3
657,212508,3,6,1,00:13.3,00:03.3
658,253068,2984,7,1,00:17.2,00:03.3
659,177369,3,1,1,00:05.4,00:03.7
660,216496,209,2,1,00:06.5,00:03.7
661,141663,5,3,1,00:13.7,00:03.7
662,250514,387,4,1,00:14.9,00:03.7
663,216605,4592,5,1,00:15.1,00:03.7
664,212508,4,6,1,00:18.5,00:03.7
665,253068,2912,7,1,00:18.8,00:03.7
666,177369,2,1,1,00:05.2,00:03.9
667,216496,17,2,1,00:05.7,00:03.9
668,141663,44,3,1,00:05.9,00:03.9
669,250514,388,4,1,00:06.2,00:03.9
670,216605,6181,5,1,00:06.5,00:03.9
671,212508,2,6,1,00:06.7,00:03.9
672,253068,1803,7,1,00:07.0,00:03.9
673,177369,1,1,1,00:06.4,00:03.4
674,216496,31,2,1,00:06.8,00:03.4
675,141663,0,3,1,00:20.2,00:03.4
676,250514,0,4,1,00:21.6,00:03.4
677,216605,0,5,1,00:23.3,00:03.4
678,212508,0,6,1,00:25.2,00:03.4
679,253068,0,7,1,00:27.3,00:03.4
680,177369,23,1,1,00:09.4,00:03.7
681,216496,17,2,1,00:09.9,00:03.7
682,141663,1,3,1,00:10.6,00:03.7
683,250514,79,4,1,00:26.6,00:03.7
684,216605,42,5,1,00:27.2,00:03.7
685,212508,1,6,1,00:28.3,00:03.7
686,253068,4,7,1,00:28.8,00:03.7
687,177369,22,1,1,00:07.3,00:02.8
688,216496,45,2,1,00:07.9,00:02.8
689,141663,0,3,1,00:08.1,00:02.8
690,250514,0,4,1,00:21.3,00:02.8
691,216605,0,5,1,00:22.0,00:02.8
692,212508,0,6,1,00:26.1,00:02.8
693,253068,0,7,1,00:30.3,00:02.8
694,177369,73,1,1,00:05.1,00:03.8
695,216496,82,2,1,00:05.3,00:03.8
696,141663,0,3,1,00:05.8,00:03.8
697,250514,0,4,1,00:06.0,00:03.8
698,216605,0,5,1,00:06.2,00:03.8
699,212508,0,6,1,00:07.1,00:03.8
700,253068,0,7,1,00:07.5,00:03.8
701,177369,76,1,1,00:08.8,00:05.1
702,216496,84,2,1,00:10.7,00:05.1
703,141663,0,3,1,00:19.6,00:05.1
704,250514,0,4,1,00:37.7,00:05.1
705,216605,19,5,1,00:44.8,00:05.1
706,212508,2,6,1,00:45.1,00:05.1
707,253068,9,7,1,00:45.3,00:05.1
708,177369,77,1,1,00:06.2,00:05.1
709,216496,86,2,1,00:06.5,00:05.1
710,141663,10,3,1,00:06.8,00:05.1
711,250514,933,4,1,00:07.1,00:05.1
712,216605,19,5,1,00:07.4,00:05.1
713,212508,7,6,1,00:08.0,00:05.1
714,253068,9,7,1,00:08.9,00:05.1
715,177369,78,1,1,00:04.2,00:02.9
716,216496,89,2,1,00:04.5,00:02.9
717,141663,1,3,1,00:06.0,00:02.9
718,250514,118,4,1,00:07.0,00:02.9
719,216605,19,5,1,00:07.6,00:02.9
720,212508,2,6,1,00:08.2,00:02.9
721,253068,10,7,1,00:08.8,00:02.9
722,177369,78,1,1,00:07.2,00:06.1
723,216496,90,2,1,00:19.8,00:06.1
724,141663,1,3,1,00:25.8,00:06.1
725,250514,118,4,1,00:26.0,00:06.1
726,216605,19,5,1,00:26.2,00:06.1
727,212508,3,6,1,00:26.5,00:06.1
728,253068,11,7,1,00:29.1,00:06.1
729,177369,79,1,1,00:04.3,00:03.4
730,216496,90,2,1,00:17.0,00:03.4
731,141663,1,3,1,00:17.2,00:03.4
732,250514,282,4,1,00:17.7,00:03.4
733,216605,20,5,1,00:18.2,00:03.4
734,212508,3,6,1,00:18.7,00:03.4
735,253068,10,7,1,00:19.3,00:03.4
736,177369,77,1,1,00:06.5,00:05.5
737,216496,90,2,1,00:06.8,00:05.5
738,141663,1,3,1,00:14.3,00:05.5
739,250514,281,4,1,00:14.9,00:05.5
740,216605,20,5,1,00:17.3,00:05.5
741,212508,3,6,1,00:19.5,00:05.5
742,253068,10,7,1,00:19.7,00:05.5
743,177369,114,1,1,00:03.9,00:02.5
744,216496,92,2,1,00:07.5,00:02.5
745,141663,19,3,1,00:07.7,00:02.5
746,250514,281,4,1,00:09.1,00:02.5
747,216605,20,5,1,00:09.5,00:02.5
748,212508,3,6,1,00:10.4,00:02.5
749,253068,21,7,1,00:10.8,00:02.5
750,177369,115,1,1,00:07.1,00:02.7
751,216496,177,2,1,00:09.1,00:02.7
752,141663,230,3,1,00:09.4,00:02.7
753,250514,489,4,1,00:24.1,00:02.7
754,216605,35,5,1,00:25.4,00:02.7
755,212508,5,6,1,00:25.6,00:02.7
756,253068,41,7,1,00:26.5,00:02.7
757,177369,117,1,1,00:05.8,00:03.7
758,216496,180,2,1,00:06.1,00:03.7
759,141663,399,3,1,00:06.5,00:03.7
760,250514,218,4,1,00:06.8,00:03.7
761,216605,164,5,1,00:07.5,00:03.7
762,212508,5,6,1,00:07.8,00:03.7
763,253068,261,7,1,00:08.3,00:03.7
764,177369,74,1,1,00:05.7,00:04.2
765,216496,266,2,1,00:06.4,00:04.2
766,141663,232,3,1,00:07.8,00:04.2
767,250514,225,4,1,00:10.7,00:04.2
768,216605,164,5,1,00:10.9,00:04.2
769,212508,39,6,1,00:11.3,00:04.2
770,253068,389,7,1,00:11.7,00:04.2
771,177369,62,1,1,00:19.0,00:02.6
772,216496,278,2,1,00:19.2,00:02.6
773,141663,87,3,1,00:19.4,00:02.6
774,250514,243,4,1,00:19.9,00:02.6
775,216605,6682,5,1,00:21.1,00:02.6
776,212508,23,6,1,00:21.4,00:02.6
777,253068,407,7,1,00:21.7,00:02.6
778,177369,61,1,1,00:04.4,00:02.8
779,216496,291,2,1,00:04.8,00:02.8
780,141663,124,3,1,00:05.1,00:02.8
781,250514,209,4,1,00:18.5,00:02.8
782,216605,6564,5,1,00:18.7,00:02.8
783,212508,312,6,1,00:19.0,00:02.8
784,253068,622,7,1,00:19.3,00:02.8
785,177369,123,1,1,00:15.5,00:04.1
786,216496,50,2,1,00:15.8,00:04.1
787,141663,60,3,1,00:17.9,00:04.1
788,250514,215,4,1,00:32.2,00:04.1
789,216605,6563,5,1,00:32.7,00:04.1
790,212508,315,6,1,00:33.0,00:04.1
791,253068,110,7,1,00:34.0,00:04.1
792,177369,283,1,1,00:14.9,00:03.8
793,216496,42,2,1,00:15.7,00:03.8
794,141663,26,3,1,00:16.5,00:03.8
795,250514,218,4,1,00:25.5,00:03.8
796,216605,6548,5,1,00:25.8,00:03.8
797,212508,315,6,1,00:26.3,00:03.8
798,253068,116,7,1,00:26.6,00:03.8
799,177369,260,1,1,00:03.9,00:02.8
800,216496,304,2,1,00:04.7,00:02.8
801,141663,14,3,1,00:08.9,00:02.8
802,250514,230,4,1,00:09.1,00:02.8
803,216605,6548,5,1,00:22.9,00:02.8
804,212508,335,6,1,00:26.8,00:02.8
805,253068,105,7,1,00:28.2,00:02.8
806,177369,7,1,1,00:21.5,00:04.6
807,216496,302,2,1,00:22.5,00:04.6
808,141663,17,3,1,00:23.0,00:04.6
809,250514,145,4,1,00:23.9,00:04.6
810,216605,6551,5,1,00:24.8,00:04.6
811,212508,157,6,1,00:26.6,00:04.6
812,253068,105,7,1,00:27.1,00:04.6
813,177369,23,1,1,00:09.9,00:04.7
814,216496,291,2,1,00:12.2,00:04.7
815,141663,16,3,1,00:13.3,00:04.7
816,250514,726,4,1,00:13.8,00:04.7
817,216605,6716,5,1,00:18.2,00:04.7
818,212508,398,6,1,00:18.6,00:04.7
819,253068,49,7,1,00:20.9,00:04.7
820,177369,29,1,1,00:04.4,00:03.4
821,216496,26,2,1,00:04.9,00:03.4
822,141663,16,3,1,00:05.5,00:03.4
823,250514,641,4,1,00:06.1,00:03.4
824,216605,7003,5,1,00:06.7,00:03.4
825,212508,101,6,1,00:07.6,00:03.4
826,253068,51,7,1,00:08.7,00:03.4
827,177369,61,1,1,00:13.4,00:03.0
828,216496,20,2,1,00:13.7,00:03.0
829,141663,3,3,1,00:17.3,00:03.0
830,250514,184,4,1,00:17.6,00:03.0
831,216605,6824,5,1,00:17.9,00:03.0
832,212508,100,6,1,00:19.1,00:03.0
833,253068,88,7,1,00:20.0,00:03.0
834,177369,46,1,1,00:05.2,00:04.5
835,216496,0,2,1,00:05.6,00:04.5
836,141663,0,3,1,00:07.5,00:04.5
837,250514,0,4,1,00:09.9,00:04.5
838,216605,0,5,1,00:10.2,00:04.5
839,212508,0,6,1,00:10.8,00:04.5
840,253068,0,7,1,00:11.3,00:04.5
841,177369,111,1,1,00:06.0,00:05.2
842,216496,0,2,1,00:11.1,00:05.2
843,141663,0,3,1,00:13.8,00:05.2
844,250514,0,4,1,00:14.1,00:05.2
845,216605,0,5,1,00:16.2,00:05.2
846,212508,0,6,1,00:16.4,00:05.2
847,253068,0,7,1,00:17.4,00:05.2
848,177369,111,1,1,00:04.9,00:04.1
849,216496,3,2,1,00:06.4,00:04.1
850,141663,3,3,1,00:07.3,00:04.1
851,250514,94,4,1,00:08.1,00:04.1
852,216605,4678,5,1,00:08.8,00:04.1
853,212508,4,6,1,00:09.0,00:04.1
854,253068,58,7,1,00:10.4,00:04.1
855,177369,5,1,1,00:05.9,00:05.1
856,216496,9,2,1,00:06.4,00:05.1
857,141663,2,3,1,00:08.8,00:05.1
858,250514,98,4,1,00:09.1,00:05.1
859,216605,4669,5,1,00:09.3,00:05.1
860,212508,3,6,1,00:09.6,00:05.1
861,253068,73,7,1,00:09.9,00:05.1
862,177369,158,1,1,00:11.5,00:04.6
863,216496,10,2,1,00:11.8,00:04.6
864,141663,1,3,1,00:12.7,00:04.6
865,250514,226,4,1,00:16.4,00:04.6
866,216605,4668,5,1,00:16.6,00:04.6
867,212508,3,6,1,00:19.6,00:04.6
868,253068,39,7,1,00:21.6,00:04.6
869,177369,33,1,1,00:03.4,00:02.2
870,216496,12,2,1,00:03.9,00:02.2
871,141663,1,3,1,00:05.6,00:02.2
872,250514,458,4,1,00:07.2,00:02.2
873,216605,4,5,1,00:07.4,00:02.2
874,212508,3,6,1,00:07.8,00:02.2
875,253068,39,7,1,00:08.1,00:02.2
876,177369,325,1,1,00:04.2,00:03.3
877,216496,11,2,1,00:04.8,00:03.3
878,141663,1,3,1,00:05.3,00:03.3
879,250514,789,4,1,00:06.4,00:03.3
880,216605,5,5,1,00:06.8,00:03.3
881,212508,3,6,1,00:07.1,00:03.3
882,253068,40,7,1,00:08.1,00:03.3
883,177369,326,1,1,00:06.1,00:05.3
884,216496,11,2,1,00:06.4,00:05.3
885,141663,2,3,1,00:06.9,00:05.3
886,250514,773,4,1,00:07.1,00:05.3
887,216605,5,5,1,00:07.3,00:05.3
888,212508,3,6,1,00:07.7,00:05.3
889,253068,41,7,1,00:07.9,00:05.3
890,177369,23,1,1,00:06.2,00:05.4
891,216496,92,2,1,00:06.7,00:05.4
892,141663,2,3,1,00:08.5,00:05.4
893,250514,3221,4,1,00:08.7,00:05.4
894,216605,5,5,1,00:09.8,00:05.4
895,212508,4,6,1,00:10.5,00:05.4
896,253068,41,7,1,00:10.7,00:05.4
897,177369,23,1,1,00:19.9,00:03.2
898,216496,161,2,1,00:20.6,00:03.2
899,141663,2,3,1,00:21.1,00:03.2
900,250514,3221,4,1,00:21.5,00:03.2
901,216605,5,5,1,00:22.9,00:03.2
902,212508,4,6,1,00:23.2,00:03.2
903,253068,41,7,1,00:23.6,00:03.2
904,177369,23,1,1,00:05.1,00:03.4
905,216496,263,2,1,00:05.6,00:03.4
906,141663,8,3,1,00:22.1,00:03.4
907,250514,612,4,1,00:22.4,00:03.4
908,216605,6,5,1,00:22.6,00:03.4
909,212508,4,6,1,00:23.7,00:03.4
910,253068,41,7,1,00:23.9,00:03.4
911,177369,24,1,1,00:06.7,00:03.1
912,216496,264,2,1,00:07.9,00:03.1
913,141663,10,3,1,00:09.0,00:03.1
914,250514,613,4,1,00:10.3,00:03.1
915,216605,6,5,1,00:10.8,00:03.1
916,212508,4,6,1,00:12.2,00:03.1
917,253068,42,7,1,00:12.4,00:03.1
918,177369,162,1,1,00:05.2,00:04.5
919,216496,268,2,1,00:05.5,00:04.5
920,141663,14,3,1,00:08.1,00:04.5
921,250514,626,4,1,00:08.4,00:04.5
922,216605,8,5,1,00:09.1,00:04.5
923,212508,5,6,1,00:09.3,00:04.5
924,253068,43,7,1,00:09.5,00:04.5
925,177369,227,1,1,00:04.9,00:03.5
926,216496,353,2,1,00:11.2,00:03.5
927,141663,15,3,1,00:11.7,00:03.5
928,250514,532,4,1,00:20.7,00:03.5
929,216605,42,5,1,00:26.6,00:03.5
930,212508,457,6,1,00:26.8,00:03.5
931,253068,279,7,1,00:27.2,00:03.5
932,177369,201,1,1,00:05.9,00:05.2
933,216496,215,2,1,00:12.5,00:05.2
934,141663,3,3,1,00:12.8,00:05.2
935,250514,213,4,1,00:14.9,00:05.2
936,216605,28,5,1,00:21.6,00:05.2
937,212508,393,6,1,00:21.8,00:05.2
938,253068,280,7,1,00:22.1,00:05.2
939,177369,8711,1,1,00:04.6,00:03.6
940,216496,196,2,1,00:05.6,00:03.6
941,141663,4948,3,1,00:06.2,00:03.6
942,250514,241,4,1,00:06.5,00:03.6
943,216605,26,5,1,00:07.5,00:03.6
944,212508,406,6,1,00:08.0,00:03.6
945,253068,432,7,1,00:08.9,00:03.6
946,177369,308,1,1,00:04.0,00:02.9
947,216496,78,2,1,00:04.6,00:02.9
948,141663,4949,3,1,00:05.9,00:02.9
949,250514,257,4,1,00:06.2,00:02.9
950,216605,34,5,1,00:06.5,00:02.9
951,212508,404,6,1,00:33.4,00:02.9
952,253068,2538,7,1,00:34.5,00:02.9
953,177369,470,1,1,00:06.6,00:04.7
954,216496,71,2,1,00:06.8,00:04.7
955,141663,5567,3,1,00:09.3,00:04.7
956,250514,253,4,1,00:13.2,00:04.7
957,216605,22,5,1,00:13.4,00:04.7
958,212508,586,6,1,00:14.2,00:04.7
959,253068,730,7,1,00:24.6,00:04.7
960,177369,91,1,1,00:05.8,00:04.9
961,216496,113,2,1,00:08.3,00:04.9
962,141663,7402,3,1,00:08.6,00:04.9
963,250514,244,4,1,00:09.1,00:04.9
964,216605,16,5,1,00:09.4,00:04.9
965,212508,401,6,1,00:10.0,00:04.9
966,253068,720,7,1,00:10.9,00:04.9
967,177369,807,1,1,00:08.3,00:02.8
968,216496,151,2,1,00:08.6,00:02.8
969,141663,1124,3,1,00:09.2,00:02.8
970,250514,269,4,1,00:09.5,00:02.8
971,216605,79,5,1,00:09.8,00:02.8
972,212508,385,6,1,00:10.2,00:02.8
973,253068,970,7,1,00:11.2,00:02.8
974,177369,82,1,1,00:08.6,00:05.1
975,216496,469,2,1,00:10.2,00:05.1
976,141663,11,3,1,00:18.7,00:05.1
977,250514,227,4,1,00:20.5,00:05.1
978,216605,27,5,1,00:20.7,00:05.1
979,212508,391,6,1,00:21.1,00:05.1
980,253068,197,7,1,00:21.4,00:05.1
981,177369,116,1,1,00:04.6,00:03.8
982,216496,485,2,1,00:16.8,00:03.8
983,141663,4,3,1,00:17.1,00:03.8
984,250514,1092,4,1,00:18.0,00:03.8
985,216605,13,5,1,00:18.3,00:03.8
986,212508,24,6,1,00:18.5,00:03.8
987,253068,198,7,1,00:19.0,00:03.8
988,177369,192,1,1,00:20.3,00:02.9
989,216496,149,2,1,00:20.9,00:02.9
990,141663,1,3,1,00:21.2,00:02.9
991,250514,1084,4,1,00:29.4,00:02.9
992,216605,11,5,1,00:30.0,00:02.9
993,212508,23,6,1,00:30.3,00:02.9
994,253068,436,7,1,00:34.5,00:02.9
995,177369,92,1,1,00:08.2,00:03.6
996,216496,26,2,1,00:08.4,00:03.6
997,141663,0,3,1,00:29.5,00:03.6
998,250514,0,4,1,00:38.2,00:03.6
999,216605,0,5,1,00:38.4,00:03.6
1000,212508,0,6,1,00:38.7,00:03.6
1001,253068,0,7,1,00:42.7,00:03.6
1002,177369,180,1,1,00:04.1,00:02.7
1003,216496,36,2,1,00:19.4,00:02.7
1004,141663,1,3,1,00:20.1,00:02.7
1005,250514,772,4,1,00:20.7,00:02.7
1006,216605,98,5,1,00:22.1,00:02.7
1007,212508,60,6,1,00:24.4,00:02.7
1008,253068,73,7,1,00:27.4,00:02.7
1009,177369,47,1,1,00:06.4,00:04.7
1010,216496,36,2,1,00:06.7,00:04.7
1011,141663,1,3,1,00:15.7,00:04.7
1012,250514,782,4,1,00:15.9,00:04.7
1013,216605,6,5,1,00:16.2,00:04.7
1014,212508,2,6,1,00:17.2,00:04.7
1015,253068,98,7,1,00:17.6,00:04.7
1016,177369,64,1,1,00:04.8,00:04.0
1017,216496,36,2,1,00:15.8,00:04.0
1018,141663,1,3,1,00:16.5,00:04.0
1019,250514,782,4,1,00:16.8,00:04.0
1020,216605,184,5,1,00:17.0,00:04.0
1021,212508,2,6,1,00:17.3,00:04.0
1022,253068,103,7,1,00:18.4,00:04.0
1023,177369,21,1,1,00:23.0,00:03.3
1024,216496,364,2,1,00:24.3,00:03.3
1025,141663,0,3,1,00:25.1,00:03.3
1026,250514,0,4,1,00:25.3,00:03.3
1027,216605,0,5,1,00:25.7,00:03.3
1028,212508,0,6,1,00:27.7,00:03.3
1029,253068,0,7,1,00:28.0,00:03.3
1030,177369,21,1,1,00:04.9,00:03.8
1031,216496,389,2,1,00:05.2,00:03.8
1032,141663,0,3,1,00:06.1,00:03.8
1033,250514,0,4,1,00:09.4,00:03.8
1034,216605,0,5,1,00:09.6,00:03.8
1035,212508,0,6,1,00:24.6,00:03.8
1036,253068,0,7,1,00:26.3,00:03.8
1037,177369,21,1,1,00:06.0,00:05.3
1038,216496,393,2,1,00:06.3,00:05.3
1039,141663,2,3,1,00:07.6,00:05.3
1040,250514,72,4,1,00:07.8,00:05.3
1041,216605,16,5,1,00:08.2,00:05.3
1042,212508,4,6,1,00:08.4,00:05.3
1043,253068,2,7,1,00:08.8,00:05.3
1044,177369,21,1,1,00:04.7,00:02.7
1045,216496,394,2,1,00:05.3,00:02.7
1046,141663,17,3,1,00:05.5,00:02.7
1047,250514,73,4,1,00:05.8,00:02.7
1048,216605,16,5,1,00:06.2,00:02.7
1049,212508,4,6,1,00:10.6,00:02.7
1050,253068,2,7,1,00:11.0,00:02.7
1051,177369,21,1,1,00:22.8,00:06.2
1052,216496,395,2,1,00:25.7,00:06.2
1053,141663,30,3,1,00:26.1,00:06.2
1054,250514,72,4,1,00:27.1,00:06.2
1055,216605,16,5,1,00:28.1,00:06.2
1056,212508,3,6,1,00:28.5,00:06.2
1057,253068,2,7,1,00:29.5,00:06.2
1058,177369,21,1,1,00:06.3,00:05.2
1059,216496,56,2,1,00:36.5,00:05.2
1060,141663,3,3,1,00:36.7,00:05.2
1061,250514,121,4,1,00:36.9,00:05.2
1062,216605,16,5,1,00:37.5,00:05.2
1063,212508,3,6,1,00:38.0,00:05.2
1064,253068,2,7,1,00:38.3,00:05.2
1065,177369,22,1,1,00:04.4,00:03.5
1066,216496,57,2,1,00:25.8,00:03.5
1067,141663,4,3,1,00:26.5,00:03.5
1068,250514,176,4,1,00:26.7,00:03.5
1069,216605,16,5,1,00:28.2,00:03.5
1070,212508,4,6,1,00:28.5,00:03.5
1071,253068,2,7,1,00:28.8,00:03.5
1072,177369,114,1,1,00:03.9,00:02.7
1073,216496,197,2,1,00:13.8,00:02.7
1074,141663,4,3,1,00:14.4,00:02.7
1075,250514,181,4,1,00:15.7,00:02.7
1076,216605,7,5,1,00:16.5,00:02.7
1077,212508,12,6,1,00:17.4,00:02.7
1078,253068,3,7,1,00:19.9,00:02.7
1079,177369,202,1,1,00:04.7,00:03.2
1080,216496,197,2,1,00:07.1,00:03.2
1081,141663,7,3,1,00:07.4,00:03.2
1082,250514,203,4,1,00:14.0,00:03.2
1083,216605,39,5,1,00:14.8,00:03.2
1084,212508,12,6,1,00:20.1,00:03.2
1085,253068,3,7,1,00:20.4,00:03.2
1086,177369,202,1,1,00:04.8,00:03.8
1087,216496,201,2,1,00:05.6,00:03.8
1088,141663,59,3,1,00:05.8,00:03.8
1089,250514,289,4,1,00:06.3,00:03.8
1090,216605,49,5,1,00:06.7,00:03.8
1091,212508,20,6,1,00:08.6,00:03.8
1092,253068,3,7,1,00:09.0,00:03.8
1093,177369,315,1,1,00:04.6,00:02.8
1094,216496,215,2,1,00:05.9,00:02.8
1095,141663,62,3,1,00:06.7,00:02.8
1096,250514,7069,4,1,00:07.5,00:02.8
1097,216605,52,5,1,00:08.0,00:02.8
1098,212508,20,6,1,00:08.5,00:02.8
1099,253068,82,7,1,00:08.8,00:02.8
1100,177369,1582,1,1,00:04.8,00:02.7
1101,216496,267,2,1,00:08.3,00:02.7
1102,141663,25,3,1,00:09.3,00:02.7
1103,250514,4211,4,1,00:10.1,00:02.7
1104,216605,72,5,1,00:10.8,00:02.7
1105,212508,20,6,1,00:11.0,00:02.7
1106,253068,126,7,1,00:11.6,00:02.7
1107,177369,1630,1,1,00:07.9,00:03.9
1108,216496,190,2,1,00:08.2,00:03.9
1109,141663,2,3,1,00:08.5,00:03.9
1110,250514,9058,4,1,00:09.0,00:03.9
1111,216605,64,5,1,00:09.5,00:03.9
1112,212508,17,6,1,00:09.7,00:03.9
1113,253068,177,7,1,00:10.0,00:03.9
1114,177369,1600,1,1,00:08.8,00:03.8
1115,216496,334,2,1,00:10.4,00:03.8
1116,141663,1,3,1,00:12.3,00:03.8
1117,250514,3341,4,1,00:13.0,00:03.8
1118,216605,52,5,1,00:14.8,00:03.8
1119,212508,10,6,1,00:31.5,00:03.8
1120,253068,156,7,1,00:31.8,00:03.8
1121,177369,1599,1,1,00:03.9,00:02.7
1122,216496,339,2,1,00:04.4,00:02.7
1123,141663,1,3,1,00:05.0,00:02.7
1124,250514,3282,4,1,00:05.7,00:02.7
1125,216605,62,5,1,00:17.3,00:02.7
1126,212508,10,6,1,00:18.9,00:02.7
1127,253068,68,7,1,00:24.9,00:02.7
1128,177369,1669,1,1,00:04.9,00:03.1
1129,216496,126,2,1,00:06.2,00:03.1
1130,141663,37,3,1,00:07.1,00:03.1
1131,250514,3113,4,1,00:07.6,00:03.1
1132,216605,62,5,1,00:09.8,00:03.1
1133,212508,9,6,1,00:20.6,00:03.1
1134,253068,105,7,1,00:20.8,00:03.1
1135,177369,1502,1,1,00:04.2,00:02.7
1136,216496,5,2,1,00:05.7,00:02.7
1137,141663,44,3,1,00:06.9,00:02.7
1138,250514,774,4,1,00:07.8,00:02.7
1139,216605,77,5,1,00:09.6,00:02.7
1140,212508,9,6,1,00:10.7,00:02.7
1141,253068,75,7,1,00:11.4,00:02.7
1142,177369,1269,1,1,00:04.6,00:03.4
1143,216496,92,2,1,00:05.1,00:03.4
1144,141663,1,3,1,00:08.4,00:03.4
1145,250514,91,4,1,00:08.9,00:03.4
1146,216605,1293,5,1,00:10.0,00:03.4
1147,212508,102,6,1,00:11.3,00:03.4
1148,253068,57,7,1,00:12.2,00:03.4
1149,177369,1262,1,1,00:04.9,00:03.4
1150,216496,2,2,1,00:05.3,00:03.4
1151,141663,1,3,1,00:05.6,00:03.4
1152,250514,54,4,1,00:06.4,00:03.4
1153,216605,25,5,1,00:15.7,00:03.4
1154,212508,117,6,1,00:16.0,00:03.4
1155,253068,59,7,1,00:16.5,00:03.4
1156,177369,62,1,1,00:05.7,00:05.0
1157,216496,2,2,1,00:06.5,00:05.0
1158,141663,5,3,1,00:06.8,00:05.0
1159,250514,18,4,1,00:07.2,00:05.0
1160,216605,17,5,1,00:10.0,00:05.0
1161,212508,27,6,1,00:10.2,00:05.0
1162,253068,15,7,1,00:10.7,00:05.0
1163,177369,2,1,1,00:03.8,00:02.6
1164,216496,400,2,1,00:04.2,00:02.6
1165,141663,2,3,1,00:23.4,00:02.6
1166,250514,16,4,1,00:23.7,00:02.6
1167,216605,17,5,1,00:28.8,00:02.6
1168,212508,31,6,1,00:29.1,00:02.6
1169,253068,16,7,1,00:29.3,00:02.6
1170,177369,1,1,1,00:11.4,00:04.6
1171,216496,400,2,1,00:12.2,00:04.6
1172,141663,2,3,1,00:12.5,00:04.6
1173,250514,19,4,1,00:12.8,00:04.6
1174,216605,16,5,1,00:13.4,00:04.6
1175,212508,14,6,1,00:14.8,00:04.6
1176,253068,26,7,1,00:16.8,00:04.6
1177,177369,97,1,1,00:04.0,00:02.9
1178,216496,402,2,1,00:04.3,00:02.9
1179,141663,0,3,1,00:04.6,00:02.9
1180,250514,0,4,1,00:04.8,00:02.9
1181,216605,0,5,1,00:05.1,00:02.9
1182,212508,0,6,1,00:31.8,00:02.9
1183,253068,0,7,1,00:32.2,00:02.9
1184,177369,97,1,1,00:04.9,00:03.7
1185,216496,403,2,1,00:06.6,00:03.7
1186,141663,6,3,1,00:07.2,00:03.7
1187,250514,34,4,1,00:37.2,00:03.7
1188,216605,17,5,1,00:38.1,00:03.7
1189,212508,13,6,1,00:39.2,00:03.7
1190,253068,31,7,1,00:40.0,00:03.7
1191,177369,97,1,1,00:05.1,00:03.7
1192,216496,404,2,1,00:05.6,00:03.7
1193,141663,273,3,1,00:06.6,00:03.7
1194,250514,16,4,1,00:06.9,00:03.7
